title,vote_average,vote_count,budget,revenue,imdb_id,id,movie_genres,release_year
The Gentlemen,7.668,6279,22000000,115171795,tt8367814,522627,"['Comedy', 'Crime']",2020
The Gift,6.695,3372,5000000,58978653,tt4178092,328425,"['Thriller', 'Mystery', 'Drama']",2015
The Girl on the Train,6.441,5881,45000000,173200000,tt3631112,346685,"['Crime', 'Mystery', 'Thriller']",2016
The Good Dinosaur,6.739,5833,175000000,332207671,tt1979388,105864,"['Adventure', 'Animation', 'Family']",2015
The Good Nurse,6.874,1354,0,0,tt4273800,541134,"['Drama', 'Crime', 'Mystery']",2022
The Gray Man,6.923,3989,200000000,454023,tt1649418,725201,"['Action', 'Thriller']",2022
The Great Wall,6.028,5376,150000000,331957105,tt2034800,311324,"['Action', 'Adventure', 'Fantasy']",2016
The Greatest Showman,7.869,9787,84000000,459066134,tt1485796,316029,['Drama'],2017
The Green Knight,6.607,2070,15000000,18887953,tt9243804,559907,"['Adventure', 'Drama', 'Fantasy']",2021
The Grinch,6.869,4271,75000000,508600000,tt2709692,360920,"['Family', 'Comedy', 'Animation']",2018
The Guardians of the Galaxy Holiday Special,7.1,2225,0,0,tt13623136,774752,"['Comedy', 'Science Fiction', 'Adventure']",2022
The Guilty,6.427,2933,0,0,tt9421570,567748,"['Drama', 'Thriller']",2021
The Half of It,7.1,1552,0,0,tt9683478,597219,"['Comedy', 'Romance', 'Drama']",2020
The Hand of God,7.535,1727,13049974,167909,tt12680684,722778,['Drama'],2021
The Handmaiden,8.197,4090,8575000,38600000,tt4016934,290098,"['Thriller', 'Drama', 'Romance']",2016
The Hateful Eight,7.756,14812,44000000,155760117,tt3460252,273248,"['Drama', 'Mystery', 'Western']",2015
The Highwaymen,6.764,2150,49000000,0,tt1860242,500682,"['Crime', 'Drama', 'Thriller']",2019
The Hitman's Bodyguard,6.891,6460,30000000,176586701,tt1959563,390043,"['Action', 'Comedy', 'Crime', 'Thriller']",2017
The Holdovers,7.652,2210,13000000,42513270,tt14849194,840430,"['Comedy', 'Drama']",2023
The House That Jack Built,7.127,2939,9800000,5566776,tt4003440,398173,"['Drama', 'Horror', 'Crime', 'Thriller']",2018
The House with a Clock in Its Walls,6.251,2239,42000000,131523093,tt2119543,463821,"['Comedy', 'Fantasy', 'Family', 'Horror', 'Mystery']",2018
The Hunger Games: Mockingjay - Part 2,6.899,13024,160000000,653428261,tt1951266,131634,"['Action', 'Adventure', 'Science Fiction']",2015
The Hunger Games: The Ballad of Songbirds & Snakes,7.0,3260,100000000,337371917,tt10545296,695721,"['Drama', 'Science Fiction', 'Action']",2023
The Hunt,6.626,3473,14000000,10550350,tt8244784,514847,"['Action', 'Thriller', 'Horror']",2020
The Huntsman: Winter's War,6.285,4933,115000000,164989338,tt2381991,290595,"['Action', 'Adventure', 'Drama']",2016
The Hustle,6.191,2612,21000000,97400000,tt1298644,449562,"['Comedy', 'Crime']",2019
The Ice Age Adventures of Buck Wild,6.588,1779,0,0,tt13634480,774825,"['Animation', 'Comedy', 'Family', 'Adventure']",2022
The Ice Road,6.8,1827,0,7502846,tt3758814,646207,"['Action', 'Thriller']",2021
The Idea of You,7.333,1807,0,36178,tt9466114,843527,"['Romance', 'Drama', 'Comedy']",2024
The Intern,7.225,7070,35000000,194564672,tt2361509,257211,['Comedy'],2015
The Invisible Guest,8.082,4794,4000000,30000000,tt4857264,411088,"['Drama', 'Mystery', 'Thriller']",2017
The Invisible Man,7.1,6051,7000000,144492724,tt1051906,570670,"['Thriller', 'Science Fiction', 'Horror']",2020
The Irishman,7.581,7225,159000000,968853,tt1302006,398978,"['Crime', 'Drama', 'History']",2019
The Jungle Book,6.867,8317,175000000,966550600,tt3040964,278927,"['Family', 'Adventure', 'Fantasy']",2016
The Killer,6.581,2559,175000000,362113,tt1136617,800158,"['Crime', 'Thriller']",2023
The Killing of a Sacred Deer,7.011,4274,3000000,10700000,tt5715874,399057,"['Drama', 'Thriller', 'Mystery']",2017
The King,7.156,3419,0,0,tt7984766,504949,"['Drama', 'History', 'War']",2019
The King of Staten Island,7.0,1080,35000000,2200000,tt9686708,579583,"['Comedy', 'Drama']",2020
The King's Man,6.728,4859,100000000,125897478,tt6856242,476669,"['Action', 'Adventure', 'Thriller']",2021
The Kissing Booth,7.17,7356,0,0,tt3799232,454983,"['Romance', 'Comedy']",2018
The Kissing Booth 2,7.619,5077,0,0,tt9784456,583083,"['Comedy', 'Romance']",2020
The Kissing Booth 3,6.869,1976,0,0,tt12783454,727745,"['Romance', 'Comedy']",2021
The Last Duel,7.4,3659,100000000,30552111,tt4244994,617653,"['History', 'Drama', 'Action']",2021
The Last Voyage of the Demeter,6.748,1816,45000000,21600000,tt1001520,635910,"['Horror', 'Fantasy']",2023
The Last Witch Hunter,6.004,3734,90000000,146936910,tt1618442,274854,"['Action', 'Adventure', 'Fantasy']",2015
The Legend of Tarzan,5.914,6368,180000000,356743061,tt0918940,258489,"['Fantasy', 'Action', 'Adventure']",2016
The Lego Batman Movie,7.233,5241,80000000,311950384,tt4116284,324849,"['Animation', 'Action', 'Comedy', 'Family']",2017
The Lego Movie 2: The Second Part,6.664,2332,99000000,199603202,tt3513498,280217,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",2019
The Lighthouse,7.489,5298,11000000,18262464,tt7984734,503919,"['Drama', 'Fantasy', 'Thriller']",2019
The Lion King,7.103,10554,260000000,1662020819,tt6105098,420818,"['Adventure', 'Drama', 'Family', 'Animation']",2019
The Little Mermaid,6.29,3179,297000000,569626289,tt5971474,447277,"['Adventure', 'Family', 'Fantasy', 'Romance']",2023
The Little Prince,7.611,2887,64000000,97571250,tt1754656,309809,"['Adventure', 'Animation', 'Fantasy', 'Family']",2015
The Little Things,6.3,2671,30000000,29942746,tt10016180,602269,"['Drama', 'Crime', 'Thriller']",2021
The Lobster,7.037,6611,4000000,15700000,tt3464902,254320,"['Comedy', 'Drama', 'Romance']",2015
The Lodge,6.109,1344,0,2679585,tt7347846,474764,"['Horror', 'Drama', 'Mystery', 'Thriller']",2020
The Longest Ride,7.627,3254,34000000,63013281,tt2726560,228205,"['Drama', 'Romance']",2015
The Lost City,6.471,3832,74000000,192907684,tt13320622,752623,"['Action', 'Adventure', 'Comedy']",2022
The Lost City of Z,6.396,3006,30000000,8574339,tt1212428,314095,"['Adventure', 'Drama', 'History']",2017
The Magnificent Seven,6.47,6178,90000000,162400000,tt2404435,333484,"['Adventure', 'Action', 'Western']",2016
The Man from U.N.C.L.E.,7.081,6626,75000000,110045109,tt1638355,203801,"['Comedy', 'Action', 'Adventure']",2015
The Marksman,6.798,1681,23000000,23076711,tt6902332,634528,"['Action', 'Drama', 'Thriller']",2021
The Martian,7.7,20587,108000000,631058917,tt3659388,286217,"['Drama', 'Adventure', 'Science Fiction']",2015
The Marvels,5.963,3155,274800000,206136825,tt10676048,609681,"['Science Fiction', 'Adventure', 'Action']",2023
The Matrix Resurrections,6.4,6174,190000000,156497322,tt10838180,624860,"['Science Fiction', 'Action', 'Adventure']",2021
The Meg,6.25,7983,150000000,530517320,tt4779682,345940,"['Action', 'Science Fiction', 'Horror']",2018
The Menu,7.172,5706,35000000,79628200,tt9764362,593643,"['Comedy', 'Horror', 'Thriller']",2022
The Midnight Sky,5.732,1929,0,70018,tt10539608,614911,"['Science Fiction', 'Drama']",2020
The Ministry of Ungentlemanly Warfare,7.033,1664,60000000,29768915,tt5177120,799583,"['Action', 'Comedy', 'War']",2024
The Mitchells vs. the Machines,7.861,3174,75000000,0,tt7979580,501929,"['Animation', 'Adventure', 'Comedy']",2021
The Mother,6.625,1353,0,0,tt6968614,552688,"['Action', 'Thriller']",2023
The Mountain Between Us,6.651,2472,35000000,62832209,tt2226597,290512,"['Drama', 'Adventure', 'Romance']",2017
The Mule,6.865,5202,50000000,174800000,tt7959026,504172,"['Crime', 'Drama']",2018
The Mummy,5.517,7452,125000000,409231607,tt2345759,282035,"['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']",2017
The Neon Demon,6.51,3843,7000000,3400000,tt1974419,301365,"['Horror', 'Thriller']",2016
The New Mutants,6.084,3588,67000000,49169594,tt4682266,340102,"['Science Fiction', 'Horror', 'Action']",2020
The Nice Guys,7.123,8326,50000000,71261763,tt3799694,290250,"['Comedy', 'Crime', 'Action']",2016
The Northman,7.035,4775,70000000,69633110,tt11138512,639933,"['Action', 'Adventure', 'Fantasy']",2022
The Nun,5.908,7016,22000000,366082797,tt5814060,439079,['Horror'],2018
The Nun II,6.675,2349,38500000,269670590,tt10160976,968051,['Horror'],2023
The Nutcracker and the Four Realms,6.1,2192,120000000,173961069,tt5523010,426543,"['Fantasy', 'Adventure', 'Family']",2018
The Old Guard,7.118,4603,70000000,0,tt7556122,547016,"['Action', 'Fantasy']",2020
The Outpost,6.9,1116,18000000,2133452,tt3833480,531876,"['War', 'Drama', 'History', 'Action']",2020
The Pale Blue Eye,6.811,2033,72000000,0,tt14138650,800815,"['Thriller', 'Crime', 'Horror', 'Mystery']",2022
The Perfect Date,6.441,3292,0,0,tt8201170,543540,"['Romance', 'Comedy']",2019
The Platform,6.968,7575,1203235,1090116,tt8228288,619264,"['Drama', 'Science Fiction', 'Thriller']",2019
The Platform 2,5.547,1313,0,0,tt27729779,1125510,"['Science Fiction', 'Horror', 'Thriller']",2024
The Pope's Exorcist,6.933,3010,18000000,76987621,tt13375076,758323,"['Horror', 'Thriller']",2023
The Post,7.006,4780,50000000,179769467,tt6294822,446354,"['Drama', 'History']",2017
The Power of the Dog,6.753,2834,0,0,tt10293406,600583,"['Drama', 'Western']",2021
The Predator,5.629,4940,88000000,160542134,tt3829266,346910,"['Science Fiction', 'Action', 'Thriller']",2018
The Princess Switch,6.996,2249,0,0,tt8954732,556803,"['Romance', 'Comedy']",2018
The Purge: Election Year,6.384,5391,10000000,118587880,tt4094724,316727,"['Action', 'Horror', 'Thriller']",2016
The Revenant,7.537,18785,135000000,532950503,tt1663202,281957,"['Western', 'Drama', 'Adventure']",2015
The Ritual,6.267,3264,1000000,1786396,tt5638642,433808,"['Horror', 'Mystery']",2017
The School for Good and Evil,7.051,1325,0,0,tt2935622,779782,"['Fantasy', 'Comedy', 'Adventure', 'Drama']",2022
The Sea Beast,7.325,1608,0,0,tt9288046,560057,"['Animation', 'Adventure', 'Action', 'Family', 'Fantasy']",2022
The Secret Life of Pets,6.3,8332,75000000,875457937,tt2709768,328111,"['Family', 'Comedy', 'Adventure', 'Animation']",2016
The Secret Life of Pets 2,6.947,3228,80000000,429434163,tt5113040,412117,"['Family', 'Comedy', 'Adventure', 'Animation']",2019
The Shallows,6.351,5216,17000000,119100758,tt4052882,332567,"['Horror', 'Drama', 'Thriller']",2016
The Shape of Water,7.24,12532,19500000,195300000,tt5580390,399055,"['Drama', 'Fantasy', 'Romance']",2017
The Social Dilemma,7.44,1699,0,0,tt11464826,656690,"['Documentary', 'Drama']",2020
The Space Between Us,7.057,2507,30000000,14793385,tt3922818,365942,"['Romance', 'Adventure', 'Science Fiction', 'Drama']",2017
The SpongeBob Movie: Sponge Out of Water,6.089,2452,74000000,311594032,tt2279373,228165,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",2015
The SpongeBob Movie: Sponge on the Run,7.4,2918,60000000,4700000,tt4823776,400160,"['Family', 'Comedy', 'Adventure', 'Animation']",2020
The Spy Who Dumped Me,6.388,2298,40000000,33562069,tt6663582,454992,"['Comedy', 'Action', 'Adventure']",2018
The Substance,7.14,5340,17500000,76506196,tt17526714,933260,"['Drama', 'Horror', 'Science Fiction']",2024
The Suicide Squad,7.477,9227,185000000,168717425,tt6334354,436969,"['Action', 'Comedy', 'Adventure']",2021
The Super Mario Bros. Movie,7.603,10064,100000000,1362000000,tt6718170,502356,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",2023
The Tearsmith,6.5,918,7000000,0,tt29114029,1127166,"['Romance', 'Drama']",2024
The Three Musketeers: D'Artagnan,6.938,1322,27500000,31843086,tt12672536,796185,"['Adventure', 'Action', 'Drama', 'History']",2023
The Tomorrow War,7.49,3871,200000000,14400000,tt9777666,588228,"['Action', 'Science Fiction', 'Adventure']",2021
The Trial of the Chicago 7,7.67,3218,35000000,107423,tt1070874,556984,"['Drama', 'History']",2020
The Two Popes,7.489,3051,0,232638,tt8404614,551332,"['Drama', 'History']",2019
The Unbearable Weight of Massive Talent,6.788,2298,30000000,29116320,tt11291274,648579,"['Action', 'Comedy', 'Crime']",2022
The Unforgivable,7.409,1935,0,0,tt11233960,645886,"['Drama', 'Crime']",2021
The Unholy,6.568,2221,10000000,30832137,tt9419056,632357,"['Horror', 'Mystery']",2021
The Union,6.1,1058,0,0,tt12610390,704239,"['Action', 'Comedy']",2024
The Visit,6.322,4979,5000000,98450062,tt3567288,298312,"['Horror', 'Thriller']",2015
The Walk,6.995,3297,35000000,61181942,tt3488710,285783,"['History', 'Drama', 'Adventure']",2015
The Watchers,6.376,1423,30000000,51147812,tt26736843,1086747,"['Fantasy', 'Horror', 'Mystery']",2024
The Way Back,6.643,1281,23000000,14590514,tt8544498,529485,['Drama'],2020
The Whale,7.793,4357,3000000,55101305,tt13833688,785084,['Drama'],2022
The Wild Robot,8.319,5491,78000000,331982078,tt29623480,1184918,"['Animation', 'Science Fiction', 'Family', 'Adventure', 'Drama']",2024
The Witch,6.995,7400,4000000,40423945,tt4263482,310131,"['Horror', 'Fantasy', 'Drama']",2016
The Woman King,7.636,2265,50000000,97300000,tt8093700,724495,"['Action', 'Drama', 'History']",2022
The Woman in the Window,6.0,2070,40000000,0,tt6111574,520663,"['Crime', 'Mystery', 'Thriller']",2021
The Wonderful Story of Henry Sugar,7.239,1232,0,0,tt16968450,923939,"['Comedy', 'Fantasy', 'Adventure']",2023
The Worst Person in the World,7.441,1646,5000000,12687507,tt10370710,660120,"['Drama', 'Romance', 'Comedy']",2021
The Wrong Missy,6.144,1229,0,0,tt9619798,582596,"['Comedy', 'Romance']",2020
The Zone of Interest,7.003,2353,15000000,52631884,tt7160372,467244,"['Drama', 'History']",2023
There's Still Tomorrow,8.1,1440,9000000,50121593,tt21800162,1026227,"['Drama', 'Comedy', 'History']",2023
Thirteen Lives,7.857,1399,55000000,0,tt12262116,698948,"['Drama', 'Thriller']",2022
Thor: Love and Thunder,6.4,8203,250000000,760900000,tt10648342,616037,"['Fantasy', 'Action', 'Comedy']",2022
Thor: Ragnarok,7.583,21514,180000000,855301806,tt3501632,284053,"['Action', 'Adventure', 'Science Fiction']",2017
Those Who Wish Me Dead,6.623,1757,20000000,23384502,tt3215824,578701,"['Thriller', 'Action']",2021
"Three Billboards Outside Ebbing, Missouri",8.061,10557,15000000,162729321,tt5027774,359940,"['Crime', 'Drama']",2017
Three Thousand Years of Longing,6.885,1563,60000000,20300000,tt9198364,556694,"['Drama', 'Fantasy', 'Romance']",2022
Through My Window,7.362,3279,0,0,tt14463484,818647,"['Romance', 'Drama', 'Comedy']",2022
Ticket to Paradise,6.43,1339,20000000,168800000,tt14109724,800939,"['Drama', 'Comedy', 'Romance']",2022
Titane,6.331,1588,6600000,4982335,tt10944760,630240,"['Drama', 'Thriller', 'Horror']",2021
To All the Boys I've Loved Before,7.596,8604,0,0,tt3846674,466282,"['Comedy', 'Romance']",2018
To All the Boys: Always and Forever,7.515,2008,0,0,tt10676012,614409,"['Romance', 'Comedy', 'Drama']",2021
To All the Boys: P.S. I Still Love You,6.822,2639,0,0,tt9354842,565426,"['Romance', 'Comedy']",2020
To Catch a Killer,6.864,1209,0,3138750,tt10275534,605886,"['Thriller', 'Crime', 'Drama']",2023
To the Bone,7.2,3558,0,0,tt5541240,401104,['Drama'],2017
Togo,8.142,2147,0,0,tt5116302,606856,"['Adventure', 'Family']",2019
Tolo Tolo,6.116,1263,20000000,52186426,tt10413566,593402,"['Comedy', 'Drama', 'Family']",2020
Tom & Jerry,6.744,2516,50000000,136536687,tt1361336,587807,"['Comedy', 'Family', 'Animation']",2021
Tom Clancy's Without Remorse,6.954,2576,0,0,tt0499097,567189,"['Action', 'Thriller', 'War']",2021
Tomb Raider,6.366,8140,94000000,274650803,tt1365519,338970,"['Action', 'Adventure', 'Fantasy']",2018
Tomorrowland,6.3,7196,190000000,209200000,tt1964418,158852,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",2015
Top Gun: Maverick,8.165,10335,170000000,1488732821,tt1745960,361743,"['Action', 'Drama']",2022
Toy Story 4,7.469,10222,175000000,1073841394,tt1979376,301528,"['Family', 'Comedy', 'Animation', 'Adventure']",2019
Train to Busan,7.7,8041,8500000,87547518,tt5700672,396535,"['Horror', 'Thriller', 'Action', 'Adventure']",2016
Trainwreck,5.797,2656,35000000,140795793,tt3152624,271718,"['Comedy', 'Romance']",2015
Transformers One,8.023,1434,75000000,129408392,tt8864596,698687,"['Animation', 'Science Fiction', 'Adventure', 'Family']",2024
Transformers: Rise of the Beasts,7.202,5071,195000000,441381193,tt5090568,667538,"['Science Fiction', 'Adventure', 'Action']",2023
Transformers: The Last Knight,6.056,6520,217000000,605425157,tt3371366,335988,"['Action', 'Adventure', 'Science Fiction']",2017
Trap,6.3,2515,30000000,83677281,tt26753003,1032823,"['Crime', 'Horror', 'Mystery', 'Thriller']",2024
Triangle of Sadness,7.027,2628,15600000,24733572,tt7322224,497828,"['Comedy', 'Drama']",2022
Triple Frontier,6.323,3402,0,0,tt1488606,399361,"['Action', 'Thriller', 'Crime', 'Adventure']",2019
Troll,6.583,1832,0,0,tt11116912,736526,"['Fantasy', 'Action', 'Adventure']",2022
Trolls,6.63,3725,125000000,347337803,tt1679335,136799,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']",2016
Trolls World Tour,7.256,2219,90000000,49276818,tt6587640,446893,"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure', 'Music']",2020
Truth or Dare,5.94,4147,3500000,95330493,tt6772950,460019,"['Thriller', 'Horror']",2018
Turning Red,7.329,5589,175000000,0,tt8097030,508947,"['Animation', 'Family', 'Comedy', 'Fantasy']",2022
Twisters,6.791,2702,155000000,372262265,tt12584954,718821,"['Action', 'Thriller']",2024
Two Is a Family,7.731,3022,0,1447740,tt5078204,382591,"['Drama', 'Comedy']",2016
TÁR,7.09,1426,35000000,29048571,tt14444726,817758,"['Music', 'Drama']",2022
Uglies,5.753,853,0,0,tt13186604,748167,"['Science Fiction', 'Adventure', 'Action']",2024
Uncharted,6.886,6488,120000000,407141258,tt1464335,335787,"['Action', 'Adventure']",2022
Uncut Gems,7.151,5105,19000000,50023780,tt5727208,473033,"['Drama', 'Thriller', 'Crime']",2019
Under Paris,5.932,1347,0,0,tt13964390,1001311,"['Action', 'Horror']",2024
Underwater,6.283,3300,50000000,40882928,tt5774060,443791,"['Horror', 'Science Fiction', 'Action', 'Adventure']",2020
Underworld: Blood Wars,5.911,3825,35000000,81093313,tt3717252,346672,"['Fantasy', 'Action', 'Thriller', 'Science Fiction', 'Horror']",2016
Unhinged,6.438,2407,33000000,39238300,tt10059518,625568,"['Action', 'Thriller', 'Horror']",2020
Upgrade,7.497,4746,3000000,16976561,tt6499752,500664,"['Action', 'Thriller', 'Science Fiction']",2018
Upgraded,7.186,947,0,0,tt21830902,1014590,"['Romance', 'Comedy']",2024
Us,6.954,7797,20000000,256067149,tt6857112,458723,"['Horror', 'Mystery']",2019
Vacation,6.304,3863,31000000,104400000,tt1524930,296099,"['Comedy', 'Adventure']",2015
Valerian and the City of a Thousand Planets,6.631,7762,177200000,225973340,tt2239822,339964,"['Adventure', 'Science Fiction', 'Action']",2017
Venom,6.8,16842,116000000,856085151,tt1270797,335983,"['Science Fiction', 'Action']",2018
Venom: Let There Be Carnage,6.76,10869,110000000,506863592,tt7097896,580489,"['Science Fiction', 'Action', 'Adventure']",2021
Venom: The Last Dance,6.683,3842,120000000,478937618,tt16366836,912649,"['Action', 'Science Fiction', 'Adventure']",2024
Vice,7.016,3483,60000000,76100000,tt6266538,429197,"['Drama', 'Comedy']",2018
Victor Frankenstein,5.948,2202,40000000,34200000,tt1976009,228066,"['Drama', 'Science Fiction', 'Thriller']",2015
Violent Night,7.237,2378,20000000,75734910,tt12003946,899112,"['Action', 'Comedy', 'Fantasy']",2022
Vivarium,6.047,2358,4000000,488000,tt8368406,458305,"['Science Fiction', 'Thriller', 'Mystery', 'Horror']",2019
War Dogs,6.9,5237,50000000,86234523,tt2005151,308266,"['Comedy', 'Crime', 'Drama']",2016
War for the Planet of the Apes,7.211,9439,150000000,490719763,tt3450958,281338,"['Drama', 'Science Fiction', 'War']",2017
Warcraft,6.39,7060,160000000,433677183,tt0803096,68735,"['Action', 'Adventure', 'Fantasy']",2016
We Are Your Friends,6.786,2402,6000000,11100000,tt3787590,301351,"['Drama', 'Music', 'Romance', 'Comedy']",2015
We Live in Time,7.259,1103,20000000,37182814,tt27131358,1100099,"['Romance', 'Drama']",2024
Weathering with You,8.0,2495,0,186965409,tt9426210,568160,"['Animation', 'Drama', 'Fantasy', 'Romance']",2019
Werewolf by Night,6.978,1432,0,0,tt15318872,894205,"['Action', 'Fantasy', 'Horror']",2022
West Side Story,6.956,1694,100000000,76016171,tt3581652,511809,"['Drama', 'Romance', 'Crime']",2021
What Happened to Monday,7.155,6286,20000000,27975429,tt1536537,406990,"['Science Fiction', 'Thriller', 'Mystery', 'Action']",2017
When Evil Lurks,7.209,1306,0,2090252,tt16300962,744857,"['Horror', 'Thriller']",2023
When We First Met,6.56,2328,10000000,0,tt5783956,433310,"['Comedy', 'Romance', 'Fantasy']",2018
Where the Crawdads Sing,7.543,2095,24000000,144353965,tt9411972,682507,"['Drama', 'Mystery', 'Romance']",2022
Why Him?,6.38,4295,38000000,118102725,tt4501244,356305,['Comedy'],2016
Wicked,6.906,2542,150000000,757961815,tt1262426,402431,"['Drama', 'Romance', 'Fantasy']",2024
Widows,6.486,2395,42000000,73900000,tt4218572,401469,"['Crime', 'Thriller', 'Drama']",2018
Wind River,7.4,5544,11000000,44998252,tt5362988,395834,"['Crime', 'Mystery', 'Thriller', 'Drama']",2017
Winnie the Pooh: Blood and Honey,4.993,1511,100000,7717044,tt19623240,980078,"['Horror', 'Thriller']",2023
Wish,6.272,1687,175000000,254997360,tt11304740,1022796,"['Animation', 'Family', 'Fantasy', 'Adventure']",2023
Wolfs,6.546,1269,80000000,0,tt14257582,877817,"['Crime', 'Comedy', 'Action']",2024
Wolfwalkers,8.205,1305,12000000,1310720,tt5198068,441130,"['Animation', 'Family', 'Adventure', 'Fantasy']",2020
Woman of the Hour,6.4,900,836057,0,tt7737800,835113,"['Crime', 'Drama', 'Thriller']",2024
Wonder,8.1,8097,20000000,315025930,tt2543472,406997,"['Family', 'Drama']",2017
Wonder Woman,7.214,20527,149000000,823970682,tt0451279,297762,"['Action', 'Adventure', 'Fantasy']",2017
Wonder Woman 1984,6.392,8816,200000000,169601036,tt7126948,464052,"['Action', 'Adventure', 'Fantasy']",2020
Wonka,7.053,4118,125000000,634502312,tt6166392,787699,"['Comedy', 'Family', 'Fantasy']",2023
Work It,7.506,1198,0,0,tt10276470,612706,"['Comedy', 'Music']",2020
Wrath of Man,7.592,5811,40000000,103966489,tt11083552,637649,"['Thriller', 'Crime', 'Drama']",2021
X,6.734,3727,1000000,15113105,tt13560574,760104,"['Horror', 'Thriller']",2022
X-Men: Apocalypse,6.517,13441,178000000,543934787,tt3385516,246655,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",2016
Yesterday,6.688,4109,26000000,154608856,tt8079248,515195,"['Comedy', 'Fantasy', 'Music', 'Romance']",2019
You Were Never Really Here,6.545,2934,17000000,9400000,tt5742374,398181,"['Crime', 'Drama', 'Thriller']",2017
Your Fault,7.132,1454,0,0,tt28510079,1156593,"['Drama', 'Romance']",2024
Your Name.,8.5,12099,0,358000000,tt5311514,372058,"['Animation', 'Romance', 'Drama']",2016
Youth,6.9,2144,13360000,2000000,tt3312830,310593,"['Comedy', 'Drama', 'Romance']",2015
Zack Snyder's Justice League,8.102,10479,70000000,0,tt12361974,791373,"['Action', 'Adventure', 'Fantasy']",2021
Zombieland: Double Tap,6.9,6022,42000000,122810399,tt1560220,338967,"['Horror', 'Comedy']",2019
Zootopia,7.8,17070,150000000,1025521689,tt2948356,269149,"['Animation', 'Adventure', 'Family', 'Comedy']",2016
mother!,6.967,6909,30000000,44516999,tt5109784,381283,"['Drama', 'Horror']",2017
"tick, tick... BOOM!",7.612,2214,0,0,tt8721424,537116,"['Drama', 'Music']",2021
xXx: Return of Xander Cage,6.135,9120,85000000,346118277,tt1293847,47971,"['Action', 'Adventure', 'Crime']",2017
